Date,FiscalYear,FiscalQuarter,Month,FullDate,MonthKey
2019-02-04,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 04",201902
2019-02-05,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 05",201902
2019-02-06,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 06",201902
2019-02-07,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 07",201902
2019-02-08,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 08",201902
2019-02-09,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 09",201902
2019-02-10,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 10",201902
2019-02-11,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 11",201902
2019-02-12,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 12",201902
2019-02-13,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 13",201902
2019-02-14,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 14",201902
2019-02-15,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 15",201902
2019-02-16,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 16",201902
2019-02-17,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 17",201902
2019-02-18,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 18",201902
2019-02-19,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 19",201902
2019-02-20,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 20",201902
2019-02-21,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 21",201902
2019-02-22,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 22",201902
2019-02-23,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 23",201902
2019-02-24,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 24",201902
2019-02-25,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 25",201902
2019-02-26,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 26",201902
2019-02-27,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 27",201902
2019-02-28,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 28",201902
2019-03-01,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 01",201903
2019-03-02,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 02",201903
2019-03-03,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 03",201903
2019-03-04,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 04",201903
2019-03-05,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 05",201903
2019-03-06,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 06",201903
2019-03-07,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 07",201903
2019-03-08,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 08",201903
2019-03-09,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 09",201903
2019-03-10,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 10",201903
2019-03-11,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 11",201903
2019-03-12,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 12",201903
2019-03-13,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 13",201903
2019-03-14,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 14",201903
2019-03-15,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 15",201903
2019-03-16,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 16",201903
2019-03-17,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 17",201903
2019-03-18,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 18",201903
2019-03-19,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 19",201903
2019-03-20,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 20",201903
2019-03-21,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 21",201903
2019-03-22,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 22",201903
2019-03-23,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 23",201903
2019-03-24,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 24",201903
2019-03-25,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 25",201903
2019-03-26,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 26",201903
2019-03-27,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 27",201903
2019-03-28,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 28",201903
2019-03-29,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 29",201903
2019-03-30,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 30",201903
2019-03-31,FY2019,FY2019 Q3,2019 Mar,"2019 Mar, 31",201903
2019-04-01,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 01",201904
2019-04-02,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 02",201904
2019-04-03,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 03",201904
2019-04-04,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 04",201904
2019-04-05,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 05",201904
2019-04-06,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 06",201904
2019-04-07,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 07",201904
2019-04-08,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 08",201904
2019-04-09,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 09",201904
2019-04-10,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 10",201904
2019-04-11,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 11",201904
2019-04-12,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 12",201904
2019-04-13,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 13",201904
2019-04-14,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 14",201904
2019-04-15,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 15",201904
2019-04-16,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 16",201904
2019-04-17,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 17",201904
2019-04-18,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 18",201904
2019-04-19,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 19",201904
2019-04-20,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 20",201904
2019-04-21,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 21",201904
2019-04-22,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 22",201904
2019-04-23,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 23",201904
2019-04-24,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 24",201904
2019-04-25,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 25",201904
2019-04-26,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 26",201904
2019-04-27,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 27",201904
2019-04-28,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 28",201904
2019-04-29,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 29",201904
2019-04-30,FY2019,FY2019 Q4,2019 Apr,"2019 Apr, 30",201904
2019-05-01,FY2019,FY2019 Q4,2019 May,"2019 May, 01",201905
2019-05-02,FY2019,FY2019 Q4,2019 May,"2019 May, 02",201905
2019-05-03,FY2019,FY2019 Q4,2019 May,"2019 May, 03",201905
2019-05-04,FY2019,FY2019 Q4,2019 May,"2019 May, 04",201905
2019-05-05,FY2019,FY2019 Q4,2019 May,"2019 May, 05",201905
2019-05-06,FY2019,FY2019 Q4,2019 May,"2019 May, 06",201905
2019-05-07,FY2019,FY2019 Q4,2019 May,"2019 May, 07",201905
2019-05-08,FY2019,FY2019 Q4,2019 May,"2019 May, 08",201905
2019-05-09,FY2019,FY2019 Q4,2019 May,"2019 May, 09",201905
2019-05-10,FY2019,FY2019 Q4,2019 May,"2019 May, 10",201905
2019-05-11,FY2019,FY2019 Q4,2019 May,"2019 May, 11",201905
2019-05-12,FY2019,FY2019 Q4,2019 May,"2019 May, 12",201905
2019-05-13,FY2019,FY2019 Q4,2019 May,"2019 May, 13",201905
2019-05-14,FY2019,FY2019 Q4,2019 May,"2019 May, 14",201905
2019-05-15,FY2019,FY2019 Q4,2019 May,"2019 May, 15",201905
2019-05-16,FY2019,FY2019 Q4,2019 May,"2019 May, 16",201905
2019-05-17,FY2019,FY2019 Q4,2019 May,"2019 May, 17",201905
2019-05-18,FY2019,FY2019 Q4,2019 May,"2019 May, 18",201905
2019-05-19,FY2019,FY2019 Q4,2019 May,"2019 May, 19",201905
2019-05-20,FY2019,FY2019 Q4,2019 May,"2019 May, 20",201905
2019-05-21,FY2019,FY2019 Q4,2019 May,"2019 May, 21",201905
2019-05-22,FY2019,FY2019 Q4,2019 May,"2019 May, 22",201905
2019-05-23,FY2019,FY2019 Q4,2019 May,"2019 May, 23",201905
2019-05-24,FY2019,FY2019 Q4,2019 May,"2019 May, 24",201905
2019-05-25,FY2019,FY2019 Q4,2019 May,"2019 May, 25",201905
2019-05-26,FY2019,FY2019 Q4,2019 May,"2019 May, 26",201905
2019-05-27,FY2019,FY2019 Q4,2019 May,"2019 May, 27",201905
2019-05-28,FY2019,FY2019 Q4,2019 May,"2019 May, 28",201905
2019-05-29,FY2019,FY2019 Q4,2019 May,"2019 May, 29",201905
2019-05-30,FY2019,FY2019 Q4,2019 May,"2019 May, 30",201905
2019-05-31,FY2019,FY2019 Q4,2019 May,"2019 May, 31",201905
2019-06-01,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 01",201906
2019-06-02,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 02",201906
2019-06-03,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 03",201906
2019-06-04,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 04",201906
2019-06-05,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 05",201906
2019-06-06,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 06",201906
2019-06-07,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 07",201906
2019-06-08,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 08",201906
2019-06-09,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 09",201906
2019-06-10,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 10",201906
2019-06-11,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 11",201906
2019-06-12,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 12",201906
2019-06-13,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 13",201906
2019-06-14,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 14",201906
2019-06-15,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 15",201906
2019-06-16,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 16",201906
2019-06-17,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 17",201906
2019-06-18,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 18",201906
2019-06-19,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 19",201906
2019-06-20,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 20",201906
2019-06-21,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 21",201906
2019-06-22,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 22",201906
2019-06-23,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 23",201906
2019-06-24,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 24",201906
2019-06-25,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 25",201906
2019-06-26,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 26",201906
2019-06-27,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 27",201906
2019-06-28,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 28",201906
2019-06-29,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 29",201906
2019-06-30,FY2019,FY2019 Q4,2019 Jun,"2019 Jun, 30",201906
2019-07-01,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 01",201907
2019-07-02,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 02",201907
2019-07-03,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 03",201907
2019-07-04,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 04",201907
2019-07-05,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 05",201907
2019-07-06,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 06",201907
2019-07-07,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 07",201907
2019-07-08,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 08",201907
2019-07-09,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 09",201907
2019-07-10,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 10",201907
2019-07-11,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 11",201907
2019-07-12,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 12",201907
2019-07-13,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 13",201907
2019-07-14,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 14",201907
2019-07-15,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 15",201907
2019-07-16,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 16",201907
2019-07-17,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 17",201907
2019-07-18,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 18",201907
2019-07-19,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 19",201907
2019-07-20,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 20",201907
2019-07-21,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 21",201907
2019-07-22,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 22",201907
2019-07-23,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 23",201907
2019-07-24,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 24",201907
2019-07-25,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 25",201907
2019-07-26,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 26",201907
2019-07-27,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 27",201907
2019-07-28,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 28",201907
2019-07-29,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 29",201907
2019-07-30,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 30",201907
2019-07-31,FY2020,FY2020 Q1,2019 Jul,"2019 Jul, 31",201907
2019-08-01,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 01",201908
2019-08-02,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 02",201908
2019-08-03,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 03",201908
2019-08-04,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 04",201908
2019-08-05,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 05",201908
2019-08-06,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 06",201908
2019-08-07,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 07",201908
2019-08-08,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 08",201908
2019-08-09,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 09",201908
2019-08-10,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 10",201908
2019-08-11,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 11",201908
2019-08-12,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 12",201908
2019-08-13,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 13",201908
2019-08-14,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 14",201908
2019-08-15,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 15",201908
2019-08-16,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 16",201908
2019-08-17,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 17",201908
2019-08-18,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 18",201908
2019-08-19,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 19",201908
2019-08-20,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 20",201908
2019-08-21,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 21",201908
2019-08-22,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 22",201908
2019-08-23,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 23",201908
2019-08-24,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 24",201908
2019-08-25,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 25",201908
2019-08-26,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 26",201908
2019-08-27,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 27",201908
2019-08-28,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 28",201908
2019-08-29,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 29",201908
2019-08-30,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 30",201908
2019-08-31,FY2020,FY2020 Q1,2019 Aug,"2019 Aug, 31",201908
2019-09-01,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 01",201909
2019-09-02,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 02",201909
2019-09-03,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 03",201909
2019-09-04,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 04",201909
2019-09-05,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 05",201909
2019-09-06,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 06",201909
2019-09-07,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 07",201909
2019-09-08,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 08",201909
2019-09-09,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 09",201909
2019-09-10,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 10",201909
2019-09-11,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 11",201909
2019-09-12,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 12",201909
2019-09-13,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 13",201909
2019-09-14,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 14",201909
2019-09-15,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 15",201909
2019-09-16,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 16",201909
2019-09-17,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 17",201909
2019-09-18,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 18",201909
2019-09-19,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 19",201909
2019-09-20,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 20",201909
2019-09-21,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 21",201909
2019-09-22,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 22",201909
2019-09-23,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 23",201909
2019-09-24,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 24",201909
2019-09-25,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 25",201909
2019-09-26,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 26",201909
2019-09-27,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 27",201909
2019-09-28,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 28",201909
2019-09-29,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 29",201909
2019-09-30,FY2020,FY2020 Q1,2019 Sep,"2019 Sep, 30",201909
2019-10-01,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 01",201910
2019-10-02,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 02",201910
2019-10-03,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 03",201910
2019-10-04,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 04",201910
2019-10-05,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 05",201910
2019-10-06,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 06",201910
2019-10-07,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 07",201910
2019-10-08,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 08",201910
2019-10-09,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 09",201910
2019-10-10,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 10",201910
2019-10-11,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 11",201910
2019-10-12,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 12",201910
2019-10-13,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 13",201910
2019-10-14,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 14",201910
2019-10-15,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 15",201910
2019-10-16,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 16",201910
2019-10-17,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 17",201910
2019-10-18,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 18",201910
2019-10-19,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 19",201910
2019-10-20,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 20",201910
2019-10-21,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 21",201910
2019-10-22,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 22",201910
2019-10-23,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 23",201910
2019-10-24,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 24",201910
2019-10-25,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 25",201910
2019-10-26,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 26",201910
2019-10-27,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 27",201910
2019-10-28,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 28",201910
2019-10-29,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 29",201910
2019-10-30,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 30",201910
2019-10-31,FY2020,FY2020 Q2,2019 Oct,"2019 Oct, 31",201910
2019-11-01,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 01",201911
2019-11-02,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 02",201911
2019-11-03,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 03",201911
2019-11-04,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 04",201911
2019-11-05,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 05",201911
2019-11-06,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 06",201911
2019-11-07,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 07",201911
2019-11-08,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 08",201911
2019-11-09,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 09",201911
2019-11-10,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 10",201911
2019-11-11,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 11",201911
2019-11-12,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 12",201911
2019-11-13,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 13",201911
2019-11-14,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 14",201911
2019-11-15,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 15",201911
2019-11-16,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 16",201911
2019-11-17,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 17",201911
2019-11-18,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 18",201911
2019-11-19,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 19",201911
2019-11-20,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 20",201911
2019-11-21,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 21",201911
2019-11-22,FY2020,FY2020 Q2,2019 Nov,"2019 Nov, 22",201911
